tile_z_x_y,mask,center_mask,width,length
13_3790_4281,"[(3, 168.5), (47.5, 139), (40, 126.5), (0, 152), (0, 166), (1, 168.5), (3, 168.5)]","[122108.044, 482936.873]",23.399,6.472
13_3790_4281,"[(37, 177.5), (44.5, 172), (34.5, 155), (32, 153.5), (24.5, 159), (34.5, 176), (37, 177.5)]","[122113.37, 482929.21]",4.472,9.753
13_3790_4281,"[(4, 192.5), (31, 179.5), (31.5, 177), (28.5, 170), (26, 169.5), (1, 181.5), (0, 183), (0, 187), (4, 192.5)]","[122105.406, 482922.806]",13.882,4.709
13_3817_4315,"[(103, 34.5), (110.5, 30), (110.5, 28), (105, 23.5), (55, 23.5), (52.5, 26), (54, 33.5), (103, 34.5)]","[125035.99, 486642.329]",24.36,4.62
13_3817_4315,"[(41, 37.5), (45.5, 34), (45.5, 29), (44, 26.5), (39, 24.5), (0, 25), (0, 37.5), (41, 37.5)]","[125011.268, 486641.326]",19.11,5.46
13_3817_4315,"[(180, 44), (180, 26), (176.5, 26), (130, 25.5), (128.5, 27), (128.5, 39), (130, 43.5), (158, 43.5)]","[125066.748, 486639.84]",7.56,21.7
13_3817_4315,"[(221, 43.5), (233.5, 42), (233, 30.5), (202, 30.5), (190, 31), (191, 41), (194, 43.5), (221, 43.5)]","[125090.902, 486638.912]",18.27,5.46
13_3817_4315,"[(255, 120.5), (255, 107.5), (232.5, 108), (233, 120.5), (255, 120.5)]","[125104.377, 486606.478]",9.452,5.459
13_3780_4338,"[(196, 137.5), (240, 133.5), (252.5, 127), (236, 122.5), (199, 125.5), (184, 128.5), (182.5, 130), (182.5, 135), (185, 137.5), (196, 137.5)]","[121113.906, 489072.711]",29.583,4.905
13_3780_4338,"[(118, 146.5), (167, 141.5), (168.5, 140), (168.5, 131), (166, 128.5), (115, 133.5), (109, 134.5), (105.5, 138), (104.5, 142), (107, 145.5), (118, 146.5)]","[121081.425, 489069.459]",27.203,5.557
13_3780_4338,"[(75, 148.5), (93, 146.5), (96.5, 144), (97.5, 141), (93, 137.5), (88, 136.5), (60, 139.5), (52.5, 144), (58, 148.5), (75, 148.5)]","[121055.583, 489067.311]",18.927,4.43
13_3780_4338,"[(1, 156.5), (25, 157), (40, 152), (38, 145), (21, 143.5), (0, 145.5), (0, 156), (1, 156.5)]","[121031.561, 489064.245]",5.634,16.853
13_3780_4338,"[(70, 203.5), (96, 201.5), (98.5, 197), (96, 194.5), (62, 194.5), (54.5, 200), (60, 203.5), (70, 203.5)]","[121055.843, 489043.894]",18.48,3.78
13_3778_4338,"[(181, 190.5), (227, 184.5), (230.5, 182), (231.5, 178), (229, 173.5), (222, 173.5), (177, 179.5), (175.5, 187), (178, 190.5), (181, 190.5)]","[120894.014, 489051.001]",23.811,4.853
13_3796_4290,"[(45, 68.5), (47.5, 66), (47.5, 63), (26.5, 0), (17, 0), (16.5, 3), (36.5, 63), (40, 68.5), (45, 68.5)]","[122757.55, 483952.209]",4.383,31.012
13_3796_4290,"[(59, 57), (61, 51), (44, 2), (37, 0), (29, 0), (28.5, 3), (46.5, 55), (49, 57.5), (54, 59)]","[122762.993, 483954.326]",6.305,26.851
13_3796_4290,"[(53, 122.5), (56.5, 120), (58.5, 116), (57.5, 78), (43, 77.5), (41.5, 82), (43.5, 115), (48, 121.5), (53, 122.5)]","[122765.147, 483924.904]",6.762,19.004
13_3796_4290,"[(51, 180.5), (52.5, 179), (53.5, 170), (55.5, 130), (50, 127.5), (45.5, 130), (43.5, 178), (46, 180.5), (51, 180.5)]","[122764.739, 483901.694]",22.316,4.195
13_3796_4290,"[(61, 183.5), (64.5, 179), (65.5, 167), (67.5, 131), (65, 128.5), (59, 128.5), (57.5, 130), (55.5, 149), (53.5, 178), (57, 183.5), (61, 183.5)]","[122769.459, 483900.939]",23.276,4.71
13_3796_4290,"[(42, 224.5), (44.5, 217), (48.5, 190), (39, 187.5), (36.5, 193), (31.5, 221), (42, 224.5)]","[122760.877, 483879.885]",15.077,5.08
13_3796_4290,"[(40, 255.5), (46.5, 239), (46.5, 236), (44, 233.5), (40, 233.5), (37.5, 236), (30.5, 254), (31, 255.5), (40, 255.5)]","[122760.377, 483863.526]",10.591,3.98
13_3796_4290,"[(54, 255), (61, 241), (57, 235), (53, 234), (47.5, 242), (42.5, 254), (43, 255.5), (52, 255.5)]","[122765.847, 483863.165]",10.331,4.884
13_3754_4283,"[(146, 49.5), (149, 49), (162, 48.5), (168, 48), (177, 47.5), (182, 45.5), (191, 45.5), (192.5, 44), (191, 34), (159, 35), (132, 34.5), (130.5, 36), (131.5, 48), (133, 49.5), (146, 49.5)]","[118295.331, 483196.377]",26.011,6.35
13_3789_4323,"[(49, 38.5), (58, 0), (45, 0), (41.5, 10), (36.5, 36), (49, 38.5)]","[122011.075, 487506.782]",16.779,5.792
13_3789_4323,"[(45, 76.5), (47.5, 74), (48.5, 69), (43.5, 45), (41, 41.5), (37, 41.5), (34.5, 44), (34.5, 49), (38.5, 68), (39.5, 72), (45, 76.5)]","[122008.749, 487490.066]",4.043,15.076
13_3789_4323,"[(169, 93.5), (173.5, 90), (172.5, 86), (163.5, 67), (155.5, 44), (154, 42.5), (150, 42.5), (146.5, 45), (146.5, 48), (151.5, 59), (150.5, 60), (163.5, 91), (166, 93.5), (169, 93.5)]","[122058.367, 487485.891]",4.468,22.849
13_3789_4323,"[(61, 111.5), (66, 109.5), (67.5, 106), (56, 79.5), (49, 82.5), (48.5, 84), (58.5, 109), (61, 111.5)]","[122015.752, 487474.362]",3.971,13.236
13_3789_4323,"[(146, 133.5), (149, 131.5), (151, 132.5), (178.5, 107), (179.5, 102), (177, 98.5), (172, 97.5), (148.5, 119), (147, 122.5), (144.5, 123), (140.5, 133), (146, 133.5)]","[122058.868, 487465.981]",21.093,4.872
13_3789_4323,"[(76, 149.5), (87, 145.5), (87.5, 143), (77.5, 115), (76, 112.5), (73, 112.5), (62, 116.5), (61.5, 120), (71.5, 147), (73, 149.5), (76, 149.5)]","[122022.618, 487459.546]",7.033,15.035
13_3789_4323,"[(148, 151.5), (160, 142.5), (181.5, 122), (183.5, 118), (181, 113.5), (176, 113.5), (145.5, 143), (142.5, 151), (148, 151.5)]","[122060.071, 487459.05]",22.573,4.172
13_3789_4323,"[(155, 164.5), (187.5, 134), (189.5, 130), (189, 125.5), (181, 127.5), (150.5, 157), (150.5, 162), (155, 164.5)]","[122062.683, 487453.846]",22.281,3.859
13_3789_4323,"[(160, 179.5), (168, 174.5), (194.5, 150), (196.5, 146), (196, 141.5), (190, 142.5), (185, 145.5), (156.5, 172), (155.5, 175), (160, 179.5)]","[122065.414, 487447.284]",22.041,4.096
13_3789_4323,"[(174, 188.5), (198, 171.5), (202.5, 167), (204.5, 161), (195, 161.5), (172, 178.5), (168.5, 182), (168.5, 185), (172, 188.5), (174, 188.5)]","[122069.457, 487441.398]",18.151,4.126
13_3789_4323,"[(102, 216.5), (109, 213.5), (110.5, 211), (92.5, 165), (90, 160.5), (88, 160.5), (79.5, 165), (96.5, 208), (102, 216.5)]","[122031.331, 487435.538]",5.078,24.035
13_3789_4323,"[(229, 255.5), (247.5, 230), (249.5, 226), (247, 222.5), (244, 222.5), (240.5, 226), (222.5, 254), (223, 255.5), (229, 255.5)]","[122090.697, 487414.224]",17.138,3.366
13_3789_4323,"[(62, 84), (74, 109), (78, 111), (76, 96), (64, 76), (61, 74)]","[122020.657, 487475.584]",3.12,17.099
13_3789_4323,"[(139, 35), (155, 38), (162, 1), (146, 1), (144, 18)]","[122054.755, 487506.619]",15.827,6.837
13_3811_4342,"[(23, 207.5), (28.5, 199), (0, 178.5), (0, 191), (23, 207.5)]","[124362.225, 489476.041]",4.262,14.954
13_3811_4342,"[(148, 255.5), (150.5, 252), (149, 250.5), (120, 233.5), (117.5, 234), (112.5, 243), (134, 255.5), (148, 255.5)]","[124411.538, 489454.105]",5.033,15.782
13_3791_4305,"[(113, 78.5), (116.5, 75), (116.5, 73), (106.5, 26), (102, 19.5), (99, 19.5), (95.5, 25), (106.5, 75), (110, 78.5), (113, 78.5)]","[122250.968, 485558.539]",4.422,25.465
13_3791_4305,"[(101, 80.5), (104.5, 77), (104.5, 74), (96.5, 38), (93.5, 28), (92, 26.5), (88, 26.5), (85.5, 32), (94.5, 76), (97, 79.5), (101, 80.5)]","[122246.294, 485556.588]",4.283,23.314
13_3791_4305,"[(129, 146.5), (130.5, 145), (130.5, 135), (120.5, 93), (117, 88.5), (113, 86.5), (108.5, 94), (120.5, 140), (126, 146.5), (129, 146.5)]","[122256.882, 485530.365]",4.983,26.08
13_3802_4317,"[(41, 223.5), (46.5, 213), (36, 205.5), (15, 194.5), (11, 190.5), (4.5, 201), (41, 223.5)]","[123400.026, 486782.409]",5.334,18.009
13_3802_4317,"[(68, 240.5), (74.5, 228), (50, 213.5), (42.5, 225), (68, 240.5)]","[123413.805, 486774.172]",5.904,12.533
13_3802_4317,"[(123, 255.5), (85, 232.5), (78.5, 242), (80, 245.5), (98, 255.5), (123, 255.5)]","[123429.691, 486765.93]",5.758,18.925
13_3753_4286,"[(220, 33.5), (229.5, 32), (227.5, 0), (213, 0), (212.5, 14), (214.5, 28), (213.5, 29), (215, 33.5), (220, 33.5)]","[118213.394, 483529.373]",6.655,14.226
13_3713_4293,"[(117, 34.5), (122.5, 25), (121, 22.5), (80, 0), (77.5, 1), (72.5, 10), (74, 11.5), (111, 32.5), (117, 34.5)]","[113860.875, 484281.699]",5.703,21.441
13_3713_4293,"[(201, 99), (207.5, 84), (156, 49), (147, 63), (194, 96)]","[113894.524, 484257.792]",7.356,27.436
13_3713_4293,"[(256, 117), (242, 105), (233, 98.5), (225, 114), (256, 135)]","[113921.502, 484240.208]",7.274,16.595
13_3721_4285,"[(55, 55), (69, 45), (45, 8), (38, 11), (34, 13), (30.5, 16), (52, 49.5)]","[114700.915, 483415.851]",7.219,19.599
13_3721_4285,"[(79, 82.5), (85.5, 78), (85.5, 76), (67, 51.5), (60.5, 56), (60.5, 58), (79, 82.5)]","[114710.66, 483400.66]",3.824,13.701
13_3721_4285,"[(99, 112.5), (104.5, 109), (104.5, 107), (90.5, 84), (88, 82.5), (82.5, 87), (95.5, 109), (99, 112.5)]","[114719.379, 483387.824]",3.666,13.165
13_3721_4285,"[(122, 162), (132, 155.5), (132.5, 153), (111.5, 119), (107, 114.5), (97, 120), (121, 158)]","[114728.462, 483371.05]",5.723,20.529
13_3721_4285,"[(156, 204), (168, 195), (146.5, 164), (142, 161.5), (134.5, 167), (134.5, 171), (139, 177.5), (142, 182), (149, 195), (151, 199)]","[114743.211, 483352.048]",6.824,18.019
13_3721_4285,"[(189, 255.5), (192.5, 253), (192.5, 251), (169.5, 211), (162, 213.5), (154, 218), (156, 222), (159, 227), (176.5, 252), (179, 255.5), (189, 255.5)]","[114752.879, 483330.619]",7.218,20.981
13_3826_4317,"[(139, 173.5), (143.5, 167), (145.5, 132), (147, 119), (145, 111), (141, 109), (138.5, 122), (135.5, 167), (137.5, 173), (139, 173.5)]","[126028.874, 486810.023]",27.079,3.469
13_3826_4317,"[(52, 142.5), (118, 139.5), (123.5, 135), (124.5, 132), (119, 127.5), (91, 127.5), (42, 130.5), (39.5, 134), (39.5, 139), (44, 142.5), (52, 142.5)]","[126003.697, 486812.839]",35.797,5.55
13_3826_4317,"[(9, 155.5), (29, 153.5), (31.5, 151), (32.5, 147), (27, 141.5), (0, 143.5), (0, 155), (9, 155.5)]","[125976.054, 486807.025]",13.861,5.305
13_3831_4328,"[(215, 162), (212, 93), (210, 76), (205, 75.5), (202, 75.5), (200.5, 77), (200.5, 91), (205, 162), (210, 168)]","[126594.446, 488001.798]",4.767,38.985
13_3831_4328,"[(186, 155.5), (189.5, 151), (186.5, 93), (186, 75), (179, 72), (175, 76), (177.5, 151), (181, 155.5), (186, 155.5)]","[126583.631, 488004.007]",5.037,35.148
13_3831_4328,"[(162, 160), (160.5, 147), (160.5, 144), (153.5, 116), (152, 113.5), (149, 112.5), (146.5, 117), (151, 144), (156, 163), (161, 162)]","[126572.052, 487994.157]",3.871,21.392
13_3831_4328,"[(140, 172.5), (143.5, 167), (135.5, 131), (132.5, 120), (128, 115.5), (126, 115.5), (122.5, 124), (130.5, 162), (133.5, 171), (135, 172.5), (140, 172.5)]","[126562.962, 487991.293]",4.874,24.645
13_3831_4328,"[(87, 203), (87.5, 172), (86.5, 125), (85.5, 120), (80, 117.5), (76.5, 120), (75.5, 170), (76, 211), (85, 213)]","[126541.4, 487982.419]",5.029,40.133
13_3831_4328,"[(157, 119), (161, 118), (164, 134), (171, 155), (169, 160), (163, 154), (158, 128)]","[126575.844, 487993.328]",3.134,17.939
13_3804_4315,"[(238, 60.5), (255, 59.5), (255.5, 47), (224, 47.5), (222.5, 49), (223, 60.5), (238, 60.5)]","[123704.505, 486631.833]",13.872,5.553
13_3804_4315,"[(196, 61.5), (212, 60.5), (212.5, 50), (211, 48.5), (207, 48.5), (166, 49.5), (163.5, 51), (165, 61.5), (196, 61.5)]","[123683.269, 486631.246]",20.584,5.346
13_3790_4314,"[(113, 221), (155, 209), (163, 209), (164, 213), (162, 215), (137, 224), (110, 233), (101, 233), (102, 226)]","[122153.936, 486454.102]",27.891,4.383
13_3790_4314,"[(79, 235), (85, 232), (89, 233), (91, 237), (88, 240), (73, 246), (44, 255), (41, 247)]","[122126.52, 486444.611]",21.232,3.939
13_3798_4290,"[(13, 60.5), (15.5, 56), (17.5, 44), (0, 39.5), (0, 57), (13, 60.5)]","[122962.392, 483945.41]",7.182,8.031
13_3798_4290,"[(68, 76.5), (72.5, 58), (71, 56.5), (58, 53.5), (50, 53.5), (48, 51.5), (33, 48.5), (29, 49.5), (27, 47.5), (22.5, 47), (19, 66.5), (68, 76.5)]","[122978.21, 483940.516]",8.625,21.5
13_3798_4290,"[(117, 78.5), (119.5, 77), (119.5, 70), (117, 67.5), (88, 62.5), (82, 62.5), (80.5, 64), (79.5, 71), (81, 72.5), (117, 78.5)]","[123000.946, 483936.928]",4.626,17.055
13_3798_4290,"[(230, 131.5), (255.5, 110), (255, 97.5), (223.5, 124), (223.5, 129), (226, 131.5), (230, 131.5)]","[123059.886, 483917.554]",18.641,4.168
13_3776_4333,"[(254, 173.5), (253.5, 168), (250.5, 163), (212, 127.5), (206, 126.5), (203.5, 129), (204.5, 135), (240, 167.5), (248, 172.5), (254, 173.5)]","[120689.529, 488526.881]",4.45,28.265
13_3776_4333,"[(210, 197.5), (215.5, 191), (214.5, 188), (194, 168.5), (189, 171), (186, 176), (185.5, 178), (206, 196.5), (210, 197.5)]","[120677.792, 488512.834]",5.354,14.005
13_3776_4333,"[(161, 199), (172.5, 174), (172.5, 171), (168, 168.5), (165.5, 171), (156, 195), (159, 200)]","[120662.611, 488512.667]",13.599,3.198
13_3787_4313,"[(223, 124.5), (255, 114.5), (255.5, 106), (251, 105.5), (219, 116.5), (213.5, 122), (216, 124.5), (223, 124.5)]","[121875.442, 486390.836]",18.841,4.109
13_3787_4313,"[(169, 144.5), (212, 130.5), (213.5, 129), (210.5, 120), (209, 118.5), (203, 119.5), (165, 131.5), (163.5, 133), (164.5, 140), (167, 144.5), (169, 144.5)]","[121855.278, 486384.207]",20.999,5.712
13_3787_4313,"[(66, 173.5), (109, 160.5), (113.5, 157), (113.5, 153), (110, 150.5), (107, 150.5), (66, 162.5), (62.5, 166), (66, 173.5)]","[121813.278, 486371.548]",22.084,4.422
13_3787_4313,"[(28, 187.5), (57, 178.5), (60.5, 174), (59.5, 171), (58, 169.5), (52, 169.5), (32, 175.5), (23, 178.5), (17.5, 184), (21, 187.5), (28, 187.5)]","[121792.921, 486364.352]",18.493,4.316
13_3787_4313,"[(173, 193.5), (214, 180.5), (221.5, 175), (221.5, 173), (216, 170.5), (211, 171.5), (171, 183.5), (168.5, 186), (168.5, 190), (170, 192.5), (173, 193.5)]","[121857.717, 486363.023]",23.377,4.257
13_3787_4313,"[(68, 226), (95, 218), (103, 214), (104, 211), (102, 207), (93, 207.5), (62, 216.5), (56.5, 222), (59, 224.5), (64, 226)]","[121810.226, 486348.397]",20.447,4.534
13_3787_4313,"[(18, 243.5), (48, 234.5), (52.5, 232), (53.5, 229), (51, 224.5), (45, 224.5), (16, 233.5), (8.5, 240), (13, 243.5), (18, 243.5)]","[121789.705, 486341.072]",19.42,4.385
13_3788_4313,"[(27, 33.5), (30.5, 32), (30.5, 25), (28.5, 24), (29.5, 22), (27.5, 15), (25.5, 14), (26.5, 12), (24.5, 5), (22.5, 4), (23.5, 2), (22, 0), (14, 0), (16.5, 11), (18.5, 12), (17.5, 14), (19.5, 15), (18.5, 17), (21.5, 27), (27, 33.5)]","[121893.446, 486432.734]",3.942,15.046
13_3788_4313,"[(55, 81.5), (56, 79.5), (58, 80.5), (60.5, 79), (60.5, 72), (57.5, 62), (55.5, 61), (56.5, 59), (54.5, 52), (52.5, 51), (53.5, 49), (52.5, 45), (50.5, 44), (50.5, 39), (47, 35.5), (44, 35.5), (39.5, 38), (39.5, 40), (41.5, 41), (40.5, 43), (42.5, 50), (44.5, 51), (43.5, 53), (45.5, 60), (47.5, 61), (46.5, 63), (48.5, 70), (50.5, 71), (50.5, 76), (55, 81.5)]","[121905.082, 486415.043]",4.626,19.833
13_3788_4313,"[(44, 86.5), (49, 83.5), (50, 84.5), (50.5, 82), (48.5, 75), (46.5, 74), (47.5, 72), (43.5, 58), (41.5, 57), (41.5, 51), (39.5, 50), (40.5, 48), (35, 40.5), (33, 40.5), (30.5, 44), (30.5, 49), (31.5, 53), (33.5, 54), (32.5, 56), (33.5, 60), (35.5, 61), (35.5, 66), (37.5, 68), (36.5, 70), (38.5, 77), (40.5, 78), (40.5, 84), (42, 86.5), (44, 86.5)]","[121900.65, 486412.438]",4.284,19.841
13_3788_4313,"[(255, 141.5), (254.5, 115), (252.5, 114), (253.5, 112), (249.5, 98), (247.5, 97), (247.5, 92), (240, 84.5), (238.5, 86), (239.5, 88), (237.5, 90), (237.5, 94), (239.5, 95), (238.5, 97), (240.5, 104), (242.5, 105), (242.5, 111), (244.5, 112), (243.5, 114), (248.5, 131), (250.5, 132), (249.5, 134), (255, 141.5)]","[121987.734, 486392.907]",4.361,24.745
13_3788_4313,"[(235, 150.5), (237.5, 148), (236.5, 146), (238.5, 144), (236.5, 137), (234.5, 136), (235.5, 134), (233.5, 133), (234.5, 131), (232.5, 130), (233.5, 128), (229.5, 115), (228, 113.5), (227, 114.5), (226, 112.5), (221, 113.5), (219.5, 118), (222.5, 122), (221.5, 124), (223.5, 125), (223.5, 130), (227.5, 138), (226.5, 140), (229.5, 144), (228.5, 146), (231, 149.5), (232, 148.5), (233, 150.5), (235, 150.5)]","[121980.142, 486384.336]",4.384,16.591
13_3788_4313,"[(84, 219.5), (88.5, 216), (88.5, 210), (86.5, 209), (87.5, 207), (85.5, 200), (83.5, 199), (84.5, 197), (82.5, 196), (83.5, 194), (80.5, 184), (78.5, 183), (79.5, 181), (77.5, 174), (75.5, 173), (76.5, 171), (68, 160.5), (65.5, 165), (65.5, 173), (67.5, 174), (66.5, 176), (69.5, 186), (71.5, 187), (70.5, 189), (74.5, 202), (76.5, 203), (75.5, 205), (78.5, 215), (84, 219.5)]","[121916.086, 486359.128]",4.694,25.66
13_3788_4313,"[(97, 216.5), (98, 214.5), (99, 215.5), (100.5, 214), (99.5, 213), (101.5, 211), (99.5, 210), (100.5, 208), (98.5, 200), (96.5, 199), (97.5, 197), (95.5, 189), (93.5, 188), (94.5, 185), (92.5, 184), (93.5, 182), (91.5, 174), (89.5, 173), (89.5, 167), (86, 161.5), (85, 162.5), (84, 160.5), (81, 160.5), (77.5, 165), (77.5, 168), (79.5, 169), (78.5, 171), (81.5, 182), (84.5, 192), (86.5, 193), (85.5, 195), (86.5, 199), (88.5, 200), (87.5, 202), (90.5, 212), (92.5, 214), (91.5, 215), (97, 216.5)]","[121921.32, 486360.324]",4.961,24.461
13_3788_4313,"[(117, 255.5), (118.5, 253), (116.5, 247), (114.5, 246), (115.5, 244), (113.5, 243), (114.5, 241), (111.5, 237), (112.5, 235), (109.5, 226), (107.5, 225), (108.5, 224), (106.5, 223), (107.5, 222), (106, 220.5), (100, 221.5), (98.5, 225), (100.5, 227), (100.5, 232), (102.5, 234), (101.5, 236), (103.5, 237), (102.5, 239), (103.5, 243), (105.5, 244), (104.5, 246), (107.5, 255), (117, 255.5)]","[121929.279, 486339.01]",4.649,15.805
13_3788_4313,"[(105, 255.5), (100.5, 238), (98.5, 237), (99.5, 235), (97.5, 229), (95, 226.5), (91, 226.5), (88.5, 229), (88.5, 233), (90.5, 234), (90.5, 239), (92.5, 240), (91.5, 242), (93.5, 243), (92.5, 245), (95.5, 254), (97, 255.5), (105, 255.5)]","[121924.363, 486338.01]",4.117,13.414
13_3788_4313,"[(186, 1), (182, 26), (183, 29), (188, 29), (191, 12), (194, 0)]","[121962.55, 486433.407]",12.863,3.205
13_3788_4313,"[(191, 32), (196, 34), (198, 30), (204, 1), (196, 0)]","[121966.65, 486432.61]",14.213,3.385
13_3788_4313,"[(205, 0), (219, 38), (223, 40), (227, 37), (227, 31), (216, 0)]","[121975.048, 486431.471]",4.335,18.378
13_3788_4313,"[(227, 88), (231, 88), (234, 95), (249, 138), (246, 141), (238, 141), (227, 97)]","[121983.346, 486390.087]",4.788,23.531
13_3817_4324,"[(193, 143.5), (254, 132.5), (255.5, 131), (255.5, 120), (254, 118.5), (246, 118.5), (187, 129.5), (182.5, 135), (183.5, 140), (188, 143.5), (193, 143.5)]","[125094.301, 487567.061]",31.291,6.383
13_3817_4324,"[(113, 156.5), (173, 145.5), (180.5, 141), (181.5, 136), (178, 132.5), (171, 131.5), (105, 144.5), (101.5, 150), (102.5, 153), (107, 156.5), (113, 156.5)]","[125061.473, 487561.516]",34.103,5.931
13_3817_4324,"[(39, 167.5), (89, 158.5), (94.5, 152), (88, 147.5), (85, 147.5), (37, 156.5), (33.5, 160), (33.5, 163), (36, 166.5), (39, 167.5)]","[125028.496, 487555.988]",26.033,4.845
13_3817_4324,"[(7, 175.5), (19, 172.5), (22.5, 168), (21.5, 164), (17, 160.5), (1, 164), (0, 177), (7, 175.5)]","[125006.356, 487551.34]",10.039,5.257
13_3800_4317,"[(209, 25.5), (214, 16.5), (184, 0), (180.5, 1), (177.5, 6), (179, 9.5), (209, 25.5)]","[123256.158, 486864.276]",4.508,15.558
13_3800_4317,"[(254, 49.5), (254.5, 39), (253, 37.5), (233, 25.5), (223, 21.5), (218.5, 24), (217.5, 27), (226, 34.5), (254, 49.5)]","[123273.663, 486854.98]",4.72,18.2
13_3789_4322,"[(144, 40.5), (150.5, 35), (150.5, 33), (130, 9), (120, 21), (142, 40.5), (144, 40.5)]","[122048.273, 487396.269]",6.558,13.687
13_3789_4322,"[(197, 59.5), (199.5, 54), (197, 51.5), (161, 44.5), (157.5, 45), (157, 53.5), (197, 59.5)]","[122065.774, 487385.156]",3.987,18.006
13_3789_4322,"[(236, 122.5), (245.5, 112), (212, 80.5), (210, 80.5), (202.5, 88), (201.5, 91), (229, 117.5), (236, 122.5)]","[122085.073, 487364.503]",6.43,20.176
13_3788_4315,"[(0, 4), (22, 20), (25, 27), (18, 29), (6, 23), (1, 18)]","[121888.503, 486646.658]",4.972,14.173
13_3788_4315,"[(74, 149), (83, 147), (91, 170), (103, 197), (101, 201), (95, 202), (90, 197), (75, 159), (72, 151)]","[121920.549, 486581.033]",5.069,24.49
13_3802_4316,"[(120, 11.5), (125.5, 2), (125, 0), (98.5, 0), (120, 11.5)]","[123437.396, 486760.296]",5.249,10.396
13_3802_4316,"[(151, 30.5), (156.5, 21), (138, 8.5), (131, 5.5), (125.5, 14), (151, 30.5)]","[123448.422, 486754.54]",4.791,12.757
13_3802_4316,"[(210, 61.5), (213.5, 58), (213.5, 55), (211, 51.5), (170, 28.5), (161.5, 29), (163.5, 35), (168, 39.5), (204, 60.5), (210, 61.5)]","[123468.169, 486743.057]",4.735,25.007
13_3802_4316,"[(256, 91), (255, 76.5), (224, 57.5), (220, 57.5), (217.5, 60), (217.5, 64), (221, 67.5), (253, 90)]","[123489.057, 486731.319]",5.121,20.716
13_3802_4316,"[(118, 145), (117, 139), (100, 133.5), (51, 118.5), (45.5, 121), (46.5, 125), (49, 126.5), (91, 141), (110, 148)]","[123424.07, 486705.921]",4.501,32.074
13_3802_4316,"[(184, 149.5), (213, 146), (212, 134), (206, 134.5), (180, 138.5), (180.5, 149), (184, 149.5)]","[123471.706, 486702.29]",13.89,5.147
13_3802_4316,"[(137, 151.5), (170, 147.5), (169.5, 138), (134, 141.5), (131.5, 143), (131.5, 150), (133, 151.5), (137, 151.5)]","[123452.356, 486701.081]",16.377,4.303
13_3802_4316,"[(1, 105), (22, 117), (34, 120), (40, 116), (37, 107), (0, 88)]","[123396.996, 486717.485]",6.614,20.317
13_3756_4284,"[(1, 219), (37, 216), (38, 225), (0, 227)]","[118451.353, 483228.141]",15.982,3.797
13_3818_4324,"[(36, 124.5), (97, 114.5), (101.5, 110), (102.5, 105), (97, 99.5), (89, 99.5), (28, 110.5), (20.5, 116), (20.5, 120), (23, 123.5), (36, 124.5)]","[125135.544, 487574.925]",35.006,6.761
13_3762_4372,"[(113, 66.5), (124, 61.5), (124.5, 60), (120.5, 53), (120.5, 49), (118.5, 48), (119.5, 47), (117.5, 46), (113.5, 36), (108, 28.5), (98, 33.5), (97.5, 35), (113, 66.5)]","[119134.95, 492763.147]",6.071,15.403
13_3762_4372,"[(128, 123.5), (135.5, 121), (135.5, 116), (130, 81), (117, 82.5), (114.5, 85), (123, 126), (128, 123.5)]","[119141.084, 492740.143]",6.692,18.44
